image,image features
1000268201_693b08cb0e.jpg,"tensor([0.0000, 0.0000, 0.6511,  ..., 0.1776, 0.0000, 0.0000])"
1001773457_577c3a7d70.jpg,"tensor([0.0000, 0.3844, 0.7214,  ..., 0.0000, 0.0000, 0.0000])"
1002674143_1b742ab4b8.jpg,"tensor([0.0000, 1.2428, 0.0113,  ..., 0.0347, 0.0000, 0.0000])"
1003163366_44323f5815.jpg,"tensor([0.0000, 0.0000, 0.2988,  ..., 0.0000, 0.0000, 1.0714])"
1007129816_e794419615.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.6727, 1.4716])"
1007320043_627395c3d8.jpg,"tensor([0.0000, 0.0000, 0.0320,  ..., 0.0000, 0.0000, 0.0000])"
1009434119_febe49276a.jpg,"tensor([0.0000, 0.3892, 0.1546,  ..., 0.0000, 0.2492, 0.0139])"
1012212859_01547e3f17.jpg,"tensor([0.0000, 0.0000, 0.2370,  ..., 0.0000, 0.0000, 0.0000])"
1015118661_980735411b.jpg,"tensor([0.6908, 0.1910, 0.1510,  ..., 1.2441, 0.0000, 0.2664])"
1015584366_dfcec3c85a.jpg,"tensor([0.0000, 0.3349, 0.0774,  ..., 0.0000, 0.0000, 0.0000])"
101654506_8eb26cfb60.jpg,"tensor([0.0824, 0.7681, 0.1130,  ..., 0.0000, 0.4746, 0.0000])"
101669240_b2d3e7f17b.jpg,"tensor([0.0000, 2.1919, 0.0000,  ..., 0.0000, 0.0000, 0.0852])"
1016887272_03199f49c4.jpg,"tensor([0.1945, 0.2910, 0.5367,  ..., 1.1646, 0.0000, 0.0000])"
1019077836_6fc9b15408.jpg,"tensor([0.7018, 0.0000, 0.2229,  ..., 0.0000, 0.9437, 0.0000])"
1019604187_d087bf9a5f.jpg,"tensor([0.2750, 0.0000, 0.0000,  ..., 0.0000, 0.6420, 0.8329])"
1020651753_06077ec457.jpg,"tensor([1.2452, 0.0000, 0.0000,  ..., 0.0000, 0.0599, 0.0000])"
1022454332_6af2c1449a.jpg,"tensor([0.7844, 0.0000, 0.0000,  ..., 0.0311, 0.9876, 0.1446])"
1022454428_b6b660a67b.jpg,"tensor([0.1936, 0.4117, 0.0000,  ..., 0.0000, 0.0000, 0.3895])"
1022975728_75515238d8.jpg,"tensor([0.0000, 0.3671, 0.4107,  ..., 0.0000, 0.0000, 0.0000])"
102351840_323e3de834.jpg,"tensor([0.0000, 0.5016, 0.0000,  ..., 0.4491, 0.3793, 0.7741])"
1024138940_f1fefbdce1.jpg,"tensor([0.0000, 0.5683, 0.4316,  ..., 0.0000, 0.0000, 0.0000])"
102455176_5f8ead62d5.jpg,"tensor([0.0000, 1.0754, 0.7286,  ..., 0.1373, 0.9371, 0.8836])"
1026685415_0431cbf574.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1028205764_7e8df9a2ea.jpg,"tensor([0.0000, 0.0000, 1.3319,  ..., 0.0000, 0.0000, 0.0000])"
1030985833_b0902ea560.jpg,"tensor([0.0000, 0.0000, 0.2216,  ..., 0.3584, 0.0000, 0.0000])"
103106960_e8a41d64f8.jpg,"tensor([0.0380, 0.9978, 0.8470,  ..., 0.0000, 1.1281, 0.0000])"
103195344_5d2dc613a3.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
103205630_682ca7285b.jpg,"tensor([0.3573, 0.3036, 0.0000,  ..., 0.6620, 0.7643, 0.6754])"
1032122270_ea6f0beedb.jpg,"tensor([0.7235, 0.2515, 0.0000,  ..., 0.1325, 0.0767, 0.0000])"
1032460886_4a598ed535.jpg,"tensor([0.0000, 0.2623, 0.0000,  ..., 0.0000, 1.1662, 0.3289])"
1034276567_49bb87c51c.jpg,"tensor([0.8116, 0.0000, 0.0000,  ..., 0.3500, 0.0000, 0.3113])"
104136873_5b5d41be75.jpg,"tensor([0.0000, 0.0000, 0.2073,  ..., 0.0000, 0.0000, 0.8750])"
1042020065_fb3d3ba5ba.jpg,"tensor([0.0000, 0.3020, 0.0000,  ..., 0.8360, 0.0239, 0.4440])"
1042590306_95dea0916c.jpg,"tensor([0.4408, 0.6962, 0.0000,  ..., 0.4083, 0.0000, 1.1159])"
1045521051_108ebc19be.jpg,"tensor([0.0000, 1.0670, 0.7906,  ..., 0.0000, 0.4083, 0.8333])"
1048710776_bb5b0a5c7c.jpg,"tensor([0.1670, 0.0000, 0.1727,  ..., 0.8249, 0.0438, 0.9708])"
1052358063_eae6744153.jpg,"tensor([0.0000, 0.6401, 0.3560,  ..., 2.2473, 0.0000, 0.0000])"
105342180_4d4a40b47f.jpg,"tensor([0.6404, 0.0000, 0.7590,  ..., 0.0000, 0.1815, 0.0000])"
1053804096_ad278b25f1.jpg,"tensor([0.0000, 0.0000, 0.8935,  ..., 0.0279, 0.0000, 0.0000])"
1055623002_8195a43714.jpg,"tensor([0.4982, 0.5569, 1.0250,  ..., 0.0000, 0.0000, 0.0000])"
1055753357_4fa3d8d693.jpg,"tensor([0.0000, 0.0000, 0.4700,  ..., 0.0000, 0.4247, 0.0000])"
1056249424_ef2a2e041c.jpg,"tensor([0.2616, 0.2252, 0.0000,  ..., 0.2671, 0.7448, 0.7339])"
1056338697_4f7d7ce270.jpg,"tensor([0.0000, 0.2783, 0.0000,  ..., 0.0000, 0.0000, 1.8649])"
1056359656_662cee0814.jpg,"tensor([0.0000, 0.7505, 0.0000,  ..., 0.0993, 1.3732, 1.4283])"
1056873310_49c665eb22.jpg,"tensor([0.0000, 0.4379, 0.8140,  ..., 0.0000, 0.0000, 0.0000])"
1057089366_ca83da0877.jpg,"tensor([0.1938, 0.0000, 0.0000,  ..., 0.0000, 0.4746, 0.1541])"
1057210460_09c6f4c6c1.jpg,"tensor([0.1280, 0.4821, 0.0000,  ..., 0.3410, 0.4381, 0.0000])"
1057251835_6ded4ada9c.jpg,"tensor([0.6575, 0.3172, 0.0000,  ..., 0.1534, 0.0000, 0.4758])"
106490881_5a2dd9b7bd.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 1.2562, 0.0000, 0.0000])"
106514190_bae200f463.jpg,"tensor([0.0000, 1.0194, 0.0000,  ..., 0.1775, 0.0000, 0.3776])"
1067180831_a59dc64344.jpg,"tensor([0.0000, 1.5545, 0.3238,  ..., 0.8683, 0.0000, 0.0000])"
1067675215_7336a694d6.jpg,"tensor([0.0000, 0.8561, 0.9395,  ..., 0.0000, 0.0000, 0.2662])"
1067790824_f3cc97239b.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1072153132_53d2bb1b60.jpg,"tensor([0.0471, 1.5125, 0.0000,  ..., 0.9901, 0.1906, 0.0000])"
107318069_e9f2ef32de.jpg,"tensor([0.5305, 0.7759, 0.0000,  ..., 0.0000, 0.3989, 1.8721])"
1075716537_62105738b4.jpg,"tensor([0.1356, 0.4733, 0.0000,  ..., 0.9328, 0.0000, 0.0000])"
107582366_d86f2d3347.jpg,"tensor([0.0158, 0.1835, 0.9838,  ..., 0.0000, 0.3358, 0.0000])"
1075867198_27ca2e7efe.jpg,"tensor([0.0000, 0.0000, 0.3508,  ..., 1.2754, 0.2547, 0.0000])"
1075881101_d55c46bece.jpg,"tensor([0.0000, 0.0000, 0.7267,  ..., 0.0000, 0.0000, 0.5649])"
1077546505_a4f6c4daa9.jpg,"tensor([0.0000, 0.1071, 0.0000,  ..., 1.0351, 0.0000, 0.0000])"
1077931201_1e0bb83105.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1079274291_9aaf896cc1.jpg,"tensor([0.0000, 0.0000, 1.9124,  ..., 0.0000, 0.0000, 0.8925])"
10815824_2997e03d76.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.4748, 0.0000])"
1082252566_8c79beef93.jpg,"tensor([0.0000, 0.0173, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
1082379191_ec1e53f996.jpg,"tensor([0.4497, 0.0000, 1.7076,  ..., 0.3348, 0.0000, 0.0000])"
1084040636_97d9633581.jpg,"tensor([0.0000, 0.0294, 0.0000,  ..., 0.0000, 1.6476, 0.0000])"
1084104085_3b06223afe.jpg,"tensor([0.0000, 0.0000, 0.1019,  ..., 0.0000, 0.0000, 0.0000])"
1087168168_70280d024a.jpg,"tensor([0.8012, 0.0000, 0.9626,  ..., 0.0000, 0.0000, 0.0000])"
1087539207_9f77ab3aaf.jpg,"tensor([0.4220, 0.7832, 0.0122,  ..., 0.0000, 0.0000, 0.3242])"
1088767354_2acee738cf.jpg,"tensor([0.0000, 0.9516, 0.0000,  ..., 0.4696, 0.0000, 0.4344])"
108898978_7713be88fc.jpg,"tensor([0.0000, 1.2205, 0.5781,  ..., 0.0000, 0.0000, 0.0967])"
108899015_bf36131a57.jpg,"tensor([0.0000, 0.9706, 0.0236,  ..., 0.4576, 0.5381, 0.7041])"
1089181217_ee1167f7af.jpg,"tensor([0.0000, 0.9342, 0.0000,  ..., 0.0000, 0.0000, 0.3394])"
1089755335_0bfbfd30e6.jpg,"tensor([0.0000, 0.2301, 0.0467,  ..., 0.8446, 1.0780, 0.1369])"
109202756_b97fcdc62c.jpg,"tensor([0.0000, 0.0807, 0.0097,  ..., 0.0000, 0.0000, 0.1931])"
109202801_c6381eef15.jpg,"tensor([0.0000, 1.4187, 0.0000,  ..., 0.0000, 0.0000, 0.1311])"
109260216_85b0be5378.jpg,"tensor([0.2977, 0.0000, 1.2537,  ..., 0.0000, 0.0000, 0.0000])"
109260218_fca831f933.jpg,"tensor([0.6211, 0.0000, 0.7561,  ..., 0.1937, 0.3010, 0.7753])"
1093716555_801aacef79.jpg,"tensor([0.0000, 0.8367, 0.0000,  ..., 0.0000, 0.0000, 0.1620])"
1093737381_b313cd49ff.jpg,"tensor([0.0000, 1.4585, 0.0000,  ..., 1.7966, 0.7949, 0.0000])"
1094462889_f9966dafa6.jpg,"tensor([0.0000, 0.0611, 1.2761,  ..., 0.0000, 1.1506, 0.0000])"
1095476286_87d4f8664e.jpg,"tensor([0.7737, 0.8140, 0.0000,  ..., 0.0000, 0.2356, 0.1953])"
1095580424_76f0aa8a3e.jpg,"tensor([0.0000, 0.5174, 0.8928,  ..., 1.5597, 0.6094, 0.0000])"
1095590286_c654f7e5a9.jpg,"tensor([0.0000, 2.8536, 0.1032,  ..., 0.0000, 0.5761, 0.0000])"
1095980313_3c94799968.jpg,"tensor([0.0000, 0.6003, 0.9995,  ..., 0.4429, 0.0000, 0.0000])"
1096097967_ac305887b4.jpg,"tensor([0.0000, 0.2869, 0.7947,  ..., 1.2432, 0.0485, 0.0000])"
1096165011_cc5eb16aa6.jpg,"tensor([0.0347, 0.0000, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
