image,image features
1000268201_693b08cb0e.jpg,"tensor([0.0000, 0.2564, 0.0000,  ..., 0.0000, 0.3394, 0.4458])"
1001773457_577c3a7d70.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0636, 0.0000, 0.0000])"
1002674143_1b742ab4b8.jpg,"tensor([0.6637, 0.0000, 0.0000,  ..., 0.0000, 0.0000, 0.2986])"
1003163366_44323f5815.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.6357, 0.0000])"
1007129816_e794419615.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1007320043_627395c3d8.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1009434119_febe49276a.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1012212859_01547e3f17.jpg,"tensor([0.0000, 1.1611, 0.0000,  ..., 0.0394, 0.0000, 0.0000])"
1015118661_980735411b.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 1.3540, 0.0000, 0.0000])"
1015584366_dfcec3c85a.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 2.5246, 0.0000])"
101654506_8eb26cfb60.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 2.3934, 2.3846])"
101669240_b2d3e7f17b.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.7047, 5.1224])"
1016887272_03199f49c4.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.7472, 0.0000])"
1019077836_6fc9b15408.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1019604187_d087bf9a5f.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 1.0426, 0.0000])"
1020651753_06077ec457.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 1.7961, 0.0000])"
1022454332_6af2c1449a.jpg,"tensor([0.0000, 0.0000, 0.5116,  ..., 0.0000, 0.0000, 0.0000])"
1022454428_b6b660a67b.jpg,"tensor([0.0000, 0.3812, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
1022975728_75515238d8.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.2276, 0.0000])"
102351840_323e3de834.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.1295, 1.8789])"
1024138940_f1fefbdce1.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 1.0986, 2.5285, 0.0000])"
102455176_5f8ead62d5.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1026685415_0431cbf574.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1028205764_7e8df9a2ea.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1030985833_b0902ea560.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
103106960_e8a41d64f8.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.0000, 1.1648])"
103195344_5d2dc613a3.jpg,"tensor([0.0000, 0.0000, 1.0788,  ..., 0.0000, 0.5602, 0.0000])"
103205630_682ca7285b.jpg,"tensor([1.1540, 0.0000, 0.0000,  ..., 0.0000, 0.4778, 0.8808])"
1032122270_ea6f0beedb.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1032460886_4a598ed535.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1034276567_49bb87c51c.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
104136873_5b5d41be75.jpg,"tensor([0.6289, 0.0000, 0.0000,  ..., 0.0000, 0.3149, 0.0000])"
1042020065_fb3d3ba5ba.jpg,"tensor([0.0000, 0.8738, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
1042590306_95dea0916c.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 1.3665, 0.0000])"
1045521051_108ebc19be.jpg,"tensor([0.0000, 0.0036, 0.0000,  ..., 0.0000, 0.0072, 0.0000])"
1048710776_bb5b0a5c7c.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.0000, 0.4769])"
1052358063_eae6744153.jpg,"tensor([0.7059, 0.0000, 0.0000,  ..., 1.7299, 1.6861, 1.0130])"
105342180_4d4a40b47f.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1053804096_ad278b25f1.jpg,"tensor([0.0000, 0.0000, 0.2544,  ..., 0.0000, 0.0000, 0.0000])"
1055623002_8195a43714.jpg,"tensor([0.0000, 0.0000, 0.5555,  ..., 0.0000, 0.0000, 0.0000])"
1055753357_4fa3d8d693.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.4068, 0.0000])"
1056249424_ef2a2e041c.jpg,"tensor([0.0000, 0.0000, 1.0911,  ..., 0.0000, 0.0000, 0.0000])"
1056338697_4f7d7ce270.jpg,"tensor([0.0000, 0.4777, 0.1173,  ..., 0.6602, 0.0000, 0.0000])"
1056359656_662cee0814.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0716, 0.0000, 0.0000])"
1056873310_49c665eb22.jpg,"tensor([1.0990, 0.0000, 0.0000,  ..., 0.0000, 0.4119, 0.0000])"
1057089366_ca83da0877.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1057210460_09c6f4c6c1.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.2070, 0.0000, 0.0000])"
1057251835_6ded4ada9c.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
106490881_5a2dd9b7bd.jpg,"tensor([0.0000, 0.0000, 0.5672,  ..., 0.0000, 0.0000, 0.0000])"
