image,image features
1000268201_693b08cb0e.jpg,"tensor([0.0000, 0.0000, 0.4189,  ..., 0.0000, 0.0000, 0.0158])"
1001773457_577c3a7d70.jpg,"tensor([0.0000, 0.1599, 0.0000,  ..., 0.0000, 0.5799, 0.0000])"
1002674143_1b742ab4b8.jpg,"tensor([0.0242, 1.6366, 1.1740,  ..., 1.5212, 2.1294, 0.4995])"
1003163366_44323f5815.jpg,"tensor([0.5765, 0.1524, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
1007129816_e794419615.jpg,"tensor([0.0000, 1.6104, 0.0000,  ..., 0.0000, 0.0000, 0.7986])"
1007320043_627395c3d8.jpg,"tensor([1.0961, 0.0000, 0.0000,  ..., 0.0128, 0.3287, 0.0000])"
1009434119_febe49276a.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
1012212859_01547e3f17.jpg,"tensor([0.0000, 0.9416, 0.0000,  ..., 0.0000, 0.9039, 0.0000])"
1015118661_980735411b.jpg,"tensor([0.0000, 0.0307, 0.1178,  ..., 0.0000, 0.0000, 0.0000])"
1015584366_dfcec3c85a.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0231, 0.5798, 0.0000])"
101654506_8eb26cfb60.jpg,"tensor([0.3390, 0.0000, 0.0000,  ..., 0.0000, 1.3972, 0.0000])"
101669240_b2d3e7f17b.jpg,"tensor([0.0268, 0.0000, 0.6806,  ..., 0.4886, 0.5313, 0.5581])"
1016887272_03199f49c4.jpg,"tensor([0.1353, 0.0334, 0.8826,  ..., 1.2467, 0.0000, 1.5809])"
1019077836_6fc9b15408.jpg,"tensor([0.0000, 1.2927, 0.0000,  ..., 0.0000, 0.0000, 0.0000])"
1019604187_d087bf9a5f.jpg,"tensor([0.1975, 1.5683, 0.0000,  ..., 0.0000, 1.0750, 0.0000])"
1020651753_06077ec457.jpg,"tensor([0.0000, 0.6217, 0.0000,  ..., 0.0000, 1.0755, 0.0000])"
1022454332_6af2c1449a.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 1.3747, 0.0825, 0.5995])"
1022454428_b6b660a67b.jpg,"tensor([0.2395, 0.0000, 0.0000,  ..., 1.3512, 0.0000, 0.0000])"
1022975728_75515238d8.jpg,"tensor([0.0000, 0.0000, 0.0000,  ..., 0.0000, 0.5834, 0.0286])"
102351840_323e3de834.jpg,"tensor([0.0000, 0.0000, 0.0985,  ..., 0.7214, 0.0000, 0.0000])"
1024138940_f1fefbdce1.jpg,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
